4.0,-6.75,0.13,7.23,87.0,E,116.0,1.0,978.9751,0.0,0.0,0.0,RunX,20160402_015844,,88.18,-1.23,-42.66,Phil,
0,0,0,
null
L-:,4.0,4.0,6.7,9.67,17.63,26.19,28.36,29.86,18.24,5.24,2.81,1.5,1.0,1.45,1.95,2.0,13.3,25.8,20.67,13.67,15.71,18.71,22.62,26.62,18.41,8.91,5.74,3.24,6.61,10.61,14.62,18.62,18.55,18.05,18.45,18.95,20.8,22.8,22.55,22.05,21.1,20.1,19.55,19.05,22.62,26.61,27.45,27.95,25.74,23.24,20.76,18.28,18.0,17.55,17.05,16.55,16.05,13.74,11.24,9.65,8.14,7.1,6.1,6.45,6.95,10.61,14.61,15.9,16.9,15.64,14.14,13.55,13.05,11.64,10.14,9.1,8.1,7.55,7.05,5.64,4.14,4.0,
S-:,108.0,109.0,110.0,111.0,112.0,113.0,114.0,115.0,116.0,
O-:,91.55,92.26,92.12,92.37,92.14,92.35,92.68,92.61,92.38,92.81,92.51,91.99,91.95,91.2,89.21,105.31,133.21,111.07,116.6,217.54,245.29,337.93,246.36,351.59,344.88,325.12,309.97,329.81,349.37,338.07,338.11,346.15,353.52,356.38,24.89,31.89,23.55,25.18,25.6,93.24,83.47,83.54,83.31,63.04,62.95,65.68,69.34,72.82,75.24,77.36,79.15,80.44,81.62,82.98,83.94,84.8,85.27,85.17,85.95,86.66,87.13,87.13,87.17,87.66,87.86,87.88,87.94,87.95,87.81,87.72,87.18,87.43,87.52,87.71,87.9,88.18,
L:,4.0,20160402_015844.310,
L:,4.0,20160402_015844.311,
S:,108.0,20160402_015844.311,
O:,91.55,20160402_015844.733,0.81,-46.4,,
O:,92.26,20160402_015844.925,0.87,-46.38,,
O:,92.12,20160402_015845.204,0.76,-46.37,,
O:,92.37,20160402_015845.404,0.84,-46.4,,
O:,92.14,20160402_015845.600,0.81,-46.39,,
O:,92.35,20160402_015845.799,0.94,-46.41,,
O:,92.68,20160402_015845.999,0.95,-46.39,,
O:,92.61,20160402_015846.370,0.91,-46.41,,
O:,92.38,20160402_015846.568,0.84,-46.44,,
O:,92.81,20160402_015846.767,0.79,-46.44,,
O:,92.51,20160402_015846.966,0.69,-46.35,,
O:,91.99,20160402_015847.164,0.7,-46.39,,
O:,91.95,20160402_015847.363,0.76,-46.39,,
O:,91.2,20160402_015847.562,1.25,-47.39,,
L:,6.7,20160402_015847.761,
L:,9.67,20160402_015847.761,
O:,89.21,20160402_015847.762,-6.01,-34.56,,
L:,17.63,20160402_015847.860,
L:,26.19,20160402_015847.861,
O:,105.31,20160402_015847.959,-25.37,-14.2,,
L:,28.36,20160402_015847.961,
L:,29.86,20160402_015847.961,
L:,18.24,20160402_015848.062,
L:,5.24,20160402_015848.062,
O:,133.21,20160402_015848.158,-56.58,-22.67,,
L:,2.81,20160402_015848.177,
L:,1.5,20160402_015848.177,
L:,1.0,20160402_015848.319,
L:,1.45,20160402_015848.516,
L:,1.95,20160402_015848.516,
O:,111.07,20160402_015848.546,-136.26,-5.03,,
L:,2.0,20160402_015848.616,
O:,116.6,20160402_015848.650,-150.76,17.1,,
O:,217.54,20160402_015848.943,144.37,66.42,,
O:,245.29,20160402_015849.048,138.63,79.79,,
L:,13.3,20160402_015849.321,
L:,25.8,20160402_015849.321,
O:,337.93,20160402_015849.340,-124.38,-63.88,,
L:,20.67,20160402_015849.422,
L:,13.67,20160402_015849.423,
O:,246.36,20160402_015849.445,178.85,-52.15,,
L:,15.71,20160402_015849.522,
L:,18.71,20160402_015849.522,
L:,22.62,20160402_015849.623,
L:,26.62,20160402_015849.623,
L:,18.41,20160402_015849.723,
L:,8.91,20160402_015849.724,
O:,351.59,20160402_015849.738,-63.51,-54.83,,
L:,5.74,20160402_015849.824,
L:,3.24,20160402_015849.825,
O:,344.88,20160402_015849.842,-49.03,-36.92,,
L:,6.61,20160402_015849.925,
L:,10.61,20160402_015849.926,
L:,14.62,20160402_015850.026,
L:,18.62,20160402_015850.027,
L:,18.55,20160402_015850.128,
L:,18.05,20160402_015850.129,
O:,325.12,20160402_015850.138,-71.83,-46.99,,
L:,18.45,20160402_015850.228,
L:,18.95,20160402_015850.230,
O:,309.97,20160402_015850.242,-80.94,-49.98,,
L:,20.8,20160402_015850.329,
L:,22.8,20160402_015850.331,
S:,109.0,20160402_015850.388,
S:,110.0,20160402_015850.389,
L:,22.55,20160402_015850.428,
L:,22.05,20160402_015850.429,
L:,21.1,20160402_015850.529,
L:,20.1,20160402_015850.529,
O:,329.81,20160402_015850.533,-79.52,-62.85,,
L:,19.55,20160402_015850.631,
L:,19.05,20160402_015850.638,
O:,349.37,20160402_015850.639,-74.12,-65.1,,
L:,22.62,20160402_015850.734,
L:,26.61,20160402_015850.735,
L:,27.45,20160402_015850.833,
L:,27.95,20160402_015850.838,
O:,338.07,20160402_015850.937,-96.22,-66.49,,
L:,25.74,20160402_015850.939,
L:,23.24,20160402_015850.941,
L:,20.76,20160402_015851.034,
L:,18.28,20160402_015851.034,
O:,338.11,20160402_015851.035,-95.38,-65.77,,
L:,18.0,20160402_015851.133,
O:,346.15,20160402_015851.327,-97.58,-63.3,,
S:,111.0,20160402_015851.329,
S:,112.0,20160402_015851.330,
L:,17.55,20160402_015851.335,
L:,17.05,20160402_015851.335,
O:,353.52,20160402_015851.434,-101.5,-63.95,,
L:,16.55,20160402_015851.437,
L:,16.05,20160402_015851.439,
L:,13.74,20160402_015851.543,
L:,11.24,20160402_015851.545,
L:,9.65,20160402_015851.637,
L:,8.14,20160402_015851.637,
O:,356.38,20160402_015851.726,-133.23,-55.18,,
L:,7.1,20160402_015851.737,
L:,6.1,20160402_015851.738,
O:,24.89,20160402_015851.841,-128.52,-52.34,,
L:,6.45,20160402_015851.861,
L:,6.95,20160402_015851.864,
L:,10.61,20160402_015851.942,
L:,14.61,20160402_015851.947,
L:,15.9,20160402_015852.040,
L:,16.9,20160402_015852.040,
O:,31.89,20160402_015852.122,-98.33,-53.55,,
L:,15.64,20160402_015852.140,
L:,14.14,20160402_015852.141,
O:,23.55,20160402_015852.228,-80.88,-58.09,,
L:,13.55,20160402_015852.242,
L:,13.05,20160402_015852.243,
L:,11.64,20160402_015852.345,
L:,10.14,20160402_015852.347,
S:,113.0,20160402_015852.391,
S:,114.0,20160402_015852.391,
L:,9.1,20160402_015852.443,
L:,8.1,20160402_015852.443,
O:,25.18,20160402_015852.519,-44.15,-61.97,,
L:,7.55,20160402_015852.543,
L:,7.05,20160402_015852.544,
O:,25.6,20160402_015852.625,-29.63,-67.94,,
L:,5.64,20160402_015852.644,
L:,4.14,20160402_015852.646,
L:,4.0,20160402_015852.746,
O:,93.24,20160402_015852.921,42.41,-77.19,,
O:,83.47,20160402_015853.021,35.0,-75.85,,
S:,115.0,20160402_015853.323,
S:,116.0,20160402_015853.340,
O:,83.54,20160402_015853.342,29.49,-74.46,,
O:,83.31,20160402_015853.418,24.52,-72.66,,
O:,63.04,20160402_015853.723,8.32,-60.89,,
O:,62.95,20160402_015853.839,3.86,-54.02,,
O:,65.68,20160402_015854.109,1.84,-49.95,,
O:,69.34,20160402_015854.221,0.95,-46.87,,
O:,72.82,20160402_015854.505,0.55,-45.3,,
O:,75.24,20160402_015854.620,-0.1,-45.19,,
O:,77.36,20160402_015854.903,-0.43,-44.64,,
O:,79.15,20160402_015855.008,-0.63,-44.07,,
O:,80.44,20160402_015855.305,-0.8,-43.7,,
O:,81.62,20160402_015855.404,-0.88,-43.44,,
O:,82.98,20160402_015855.697,-0.94,-43.37,,
O:,83.94,20160402_015855.801,-0.98,-43.28,,
O:,84.8,20160402_015856.095,-1.02,-43.24,,
O:,85.27,20160402_015856.199,-1.02,-43.19,,
O:,85.17,20160402_015856.711,-1.07,-43.14,,
O:,85.95,20160402_015856.909,-0.97,-42.77,,
O:,86.66,20160402_015857.108,-0.94,-42.95,,
O:,87.13,20160402_015857.307,-0.94,-42.99,,
O:,87.13,20160402_015857.505,-0.97,-43.01,,
O:,87.17,20160402_015857.736,-0.95,-43.09,,
O:,87.66,20160402_015857.902,-0.92,-43.08,,
O:,87.86,20160402_015858.100,-0.95,-43.02,,
O:,87.88,20160402_015858.299,-0.97,-43.1,,
O:,87.94,20160402_015858.499,-0.95,-43.01,,
O:,87.95,20160402_015858.696,-0.95,-42.99,,
O:,87.81,20160402_015858.895,-1.03,-42.97,,
O:,87.72,20160402_015859.094,-1.16,-42.47,,
O:,87.18,20160402_015859.293,-1.41,-41.22,,
O:,87.43,20160402_015859.494,-1.58,-42.04,,
O:,87.52,20160402_015859.786,-1.59,-42.43,,
O:,87.71,20160402_015859.988,-1.56,-42.43,,
O:,87.9,20160402_015900.264,-1.35,-42.55,,
O:,88.18,20160402_015900.382,-1.23,-42.66,,

O:,81.78,20160402_014713.395,133.2,-54.03
O:,75.02,20160402_014713.619,119.35,-52.41
O:,59.77,20160402_014713.767,119.03,-52.45
O:,44.73,20160402_014713.979,122.95,-45.33
O:,75.15,20160402_014714.168,132.28,-45.02
O:,111.82,20160402_014714.367,145.52,-50.78
O:,111.29,20160402_014714.577,140.48,-52.16
O:,63.86,20160402_014714.779,109.06,-55.05
O:,58.05,20160402_014714.972,109.57,-38.6
O:,59.15,20160402_014715.162,116.86,-24.52
O:,94.51,20160402_014715.398,118.25,-32.13
O:,135.37,20160402_014715.568,140.56,-45.56
O:,143.29,20160402_014715.757,156.19,-54.99
O:,101.46,20160402_014715.963,136.79,-47.22
O:,102.18,20160402_014716.162,132.91,-29.29
O:,84.16,20160402_014716.438,134.97,-27.06
O:,87.47,20160402_014716.554,120.03,-42.67
O:,70.46,20160402_014716.771,62.87,-59.31
O:,38.69,20160402_014716.976,10.25,-45.92
O:,24.17,20160402_014717.151,-5.68,-47.67
O:,14.92,20160402_014717.357,-4.48,-60.7
O:,11.54,20160402_014717.550,8.36,-67.21
O:,14.28,20160402_014717.763,-1.97,-71.64
O:,326.67,20160402_014717.949,-56.73,-88.43
S:,53,20160402_014717.950,,
O:,168.3,20160402_014718.147,163.3,-64.09
O:,140.73,20160402_014718.349,169.8,-25.85
L:,0,20160402_014718.387,,
O:,118.09,20160402_014718.547,179.92,-6.36
O:,108.76,20160402_014718.808,-177.39,-2.26
O:,117.37,20160402_014718.947,173.83,4.39
S:,54,20160402_014718.948,,
S:,55,20160402_014718.948,,
O:,152.28,20160402_014719.145,166.24,-0.58
O:,177.89,20160402_014719.378,172.95,-9.16
O:,174.99,20160402_014719.542,175.52,-13.95
O:,177.58,20160402_014719.757,169.03,-15.97
O:,167.69,20160402_014719.963,163.19,-17.04
O:,178.41,20160402_014720.171,151.7,-19.13
O:,221.34,20160402_014720.362,142.18,-25.89
O:,253.97,20160402_014720.561,138.36,-36.65
O:,280.05,20160402_014720.737,134.36,-43.5
S:,56,20160402_014720.983,,
O:,304.52,20160402_014720.994,135.86,-48.34
O:,326.31,20160402_014721.136,140.21,-48.56
O:,358.5,20160402_014721.335,151.35,-42.73
O:,25.46,20160402_014721.555,168.6,-40.13
O:,37.25,20160402_014721.734,177.9,-41.23
O:,44.34,20160402_014721.962,171.06,-38.68
O:,39.71,20160402_014722.138,154.78,-35.63
O:,63.15,20160402_014722.354,158.18,-33.79
O:,92.95,20160402_014722.531,-177.45,-30
O:,97.46,20160402_014722.730,-163.7,-29.28
O:,81.87,20160402_014722.968,-173.44,-41.53
O:,56.11,20160402_014723.130,154.02,-45.16
O:,58.37,20160402_014723.327,141.92,-43.35
O:,64.07,20160402_014723.531,143.62,-53.64
O:,43.29,20160402_014723.741,134.66,-51.9
O:,53.64,20160402_014723.941,140.22,-51.09
O:,93.45,20160402_014724.151,171.95,-63.09
O:,107.61,20160402_014724.339,-169.01,-67.54
O:,74.71,20160402_014724.556,167.5,-62.43
O:,54.92,20160402_014724.741,151.53,-45.38
O:,47.03,20160402_014724.942,139.69,-40.04
S:,57,20160402_014724.952,,
O:,62.19,20160402_014725.137,137.27,-53.7
O:,117.54,20160402_014725.319,-175.66,-64.86
O:,138.04,20160402_014725.555,-149.39,-66.02
O:,73.22,20160402_014725.756,154,-65.18
S:,58,20160402_014725.923,,
S:,59,20160402_014725.923,,
O:,44.05,20160402_014725.923,128.55,-47.88
O:,37,20160402_014726.160,127.22,-39.21
O:,42.41,20160402_014726.316,126.54,-43.66
O:,52.2,20160402_014726.532,133.27,-67.99
O:,51.44,20160402_014726.713,143.75,-81.53
S:,60,20160402_014726.944,,
O:,11.02,20160402_014726.974,120.1,-55.52
S:,61,20160402_014726.977,,
O:,3.31,20160402_014727.111,124.95,-37.84
O:,349.05,20160402_014727.336,128.13,-36.43
O:,349.27,20160402_014727.511,121.12,-25.73
O:,16.57,20160402_014727.710,123.53,-32.82
L:,0.45,20160402_014727.752,,
L:,0.95,20160402_014727.752,,
L:,1,20160402_014727.859,,
S:,62,20160402_014727.923,,
O:,36.67,20160402_014727.933,139.22,-50.59
L:,1.45,20160402_014727.960,,
L:,1.95,20160402_014727.963,,
L:,2,20160402_014728.113,,
O:,24.84,20160402_014728.117,139.76,-54.81
L:,1.1,20160402_014728.254,,
L:,0.1,20160402_014728.254,,
O:,357.93,20160402_014728.307,131.36,-45.28
L:,0,20160402_014728.354,,
L:,0.45,20160402_014728.455,,
L:,0.95,20160402_014728.455,,
O:,347.13,20160402_014728.506,131.34,-32.89
L:,1,20160402_014728.556,,
L:,0.55,20160402_014728.657,,
L:,0.05,20160402_014728.657,,
O:,357.87,20160402_014728.706,127.53,-23.95
L:,0,20160402_014728.758,,
O:,332.64,20160402_014758.451,96.34,54.7
L:,0.56,20160402_014758.480,,
L:,0.06,20160402_014758.483,,
L:,0,20160402_014758.620,,
O:,337.01,20160402_014758.636,99.28,44.09
S:,101,20160402_014758.808,,
O:,331.55,20160402_014758.808,103.47,28.31
S:,102,20160402_014758.809,,
O:,304.39,20160402_014759.042,106.31,27.7
L:,0.44,20160402_014759.099,,
L:,0.94,20160402_014759.102,,
L:,1.44,20160402_014759.218,,
L:,1.94,20160402_014759.236,,
O:,283.35,20160402_014759.236,114.04,43.76
L:,2,20160402_014759.279,,
L:,1.56,20160402_014759.374,,
L:,1.06,20160402_014759.375,,
O:,307.42,20160402_014759.399,107.25,50.39
L:,0.55,20160402_014759.474,,
L:,0.05,20160402_014759.474,,
L:,0,20160402_014759.575,,
O:,331.05,20160402_014759.601,112.05,39.81
S:,103,20160402_014759.837,,
O:,345.01,20160402_014759.842,123.83,34.68
O:,348.66,20160402_014800.027,123.99,35.75
O:,337.67,20160402_014800.202,120.71,37.21
L:,0.44,20160402_014800.417,,
L:,0.94,20160402_014800.421,,
O:,318.59,20160402_014800.423,116.04,41.18
L:,1,20160402_014800.520,,
O:,299.02,20160402_014800.656,109.29,50.28
L:,1.44,20160402_014800.789,,
L:,1.95,20160402_014800.790,,
S:,104,20160402_014800.800,,
O:,301.15,20160402_014800.800,93.9,63.8
L:,2.45,20160402_014800.896,,
L:,2.95,20160402_014800.898,,
L:,10.17,20160402_014801.020,,
L:,18.18,20160402_014801.023,,
O:,342.1,20160402_014801.034,52.04,70.49
L:,27.87,20160402_014801.121,,
L:,37.76,20160402_014801.131,,
L:,40.76,20160402_014801.240,,
L:,42.76,20160402_014801.257,,
O:,17.04,20160402_014801.260,18.99,66.79
L:,42.56,20160402_014801.289,,
L:,42.06,20160402_014801.289,,
L:,37.55,20160402_014801.388,,
L:,32.51,20160402_014801.410,,
O:,34.19,20160402_014801.410,1.4,67.43
S:,128,20160402_015949.497,,
O:,292.39,20160402_015949.501,84.89,65.26
O:,292.52,20160402_015949.696,82.3,61.24
O:,295.49,20160402_015949.885,88.59,56.26
O:,310.53,20160402_015950.088,84.7,58.32
O:,315.93,20160402_015950.284,81.65,58.7
O:,318.22,20160402_015950.485,78.8,59.78
S:,129,20160402_015950.486,,
S:,130,20160402_015950.487,,
O:,347.17,20160402_015950.680,55.72,66.01
O:,5.24,20160402_015950.880,50.98,66.2
O:,348.08,20160402_015951.091,75.68,62.2
O:,358.58,20160402_015951.278,76,62.19
O:,41.84,20160402_015951.493,59.35,64.64
S:,131,20160402_015951.496,,
O:,51.04,20160402_015951.689,67.93,59.49
O:,43.51,20160402_015951.895,76.6,50.44
O:,56.03,20160402_015952.073,81.67,51.09
O:,72.19,20160402_015952.289,86.64,49.31
S:,132,20160402_015952.506,,
O:,62.23,20160402_015952.509,85.94,38.3
S:,133,20160402_015952.511,,
O:,35.42,20160402_015952.669,91.94,49.14
O:,10.88,20160402_015952.867,111.28,74.29
O:,6.28,20160402_015953.111,115.1,83.85
O:,22.93,20160402_015953.266,87.91,61.7
S:,134,20160402_015953.489,,
O:,7.58,20160402_015953.491,82.48,38.56
O:,355.62,20160402_015953.676,83.8,33.41
O:,346.72,20160402_015953.948,81.62,37.77
O:,339.17,20160402_015954.061,84.13,55.9
O:,350.51,20160402_015954.270,84.01,73.08
O:,19.71,20160402_015954.489,77.8,67.96
S:,135,20160402_015954.491,,
S:,136,20160402_015954.494,,
O:,31.64,20160402_015954.656,86.98,50.9
O:,30.01,20160402_015954.863,89.61,37.2
O:,15.26,20160402_015955.074,87.98,39.11
O:,3.32,20160402_015955.268,91.97,54.53
O:,8.65,20160402_015955.452,90.14,70.79
S:,137,20160402_015955.454,,
O:,44.77,20160402_015955.652,72.61,68.91
O:,48.28,20160402_015955.849,86.95,49.93
O:,36.88,20160402_015956.048,91.97,38.61
O:,26.56,20160402_015956.248,90.47,45.26
O:,33.3,20160402_015956.523,85.9,54.19
S:,138,20160402_015956.523,,
O:,40.89,20160402_015956.645,83.07,54.34
O:,36.93,20160402_015956.855,85.9,48.96
O:,31.64,20160402_015957.053,86.89,45.91
O:,29.43,20160402_015957.244,85.54,47.12
O:,30.12,20160402_015957.441,84.21,48.87
S:,139,20160402_015957.442,,
O:,30.25,20160402_015957.639,84.5,48.75
O:,26.98,20160402_015957.854,86.24,46.83
O:,17.13,20160402_015958.044,84.7,44.24
O:,3.6,20160402_015958.241,87.54,42.09
O:,351.78,20160402_015958.449,92.22,43.14
O:,335.22,20160402_015958.715,96.08,47.2
O:,319.35,20160402_015958.832,95.25,53.86
O:,310.64,20160402_015959.032,91.22,57
O:,299.69,20160402_015959.237,88.37,51.47
O:,284.46,20160402_015959.436,88.47,43.63
O:,272.77,20160402_015959.629,90.11,48.89
O:,276.74,20160402_015959.845,83.87,63.05
O:,285.86,20160402_020000.032,76.31,64.44
O:,283.67,20160402_020000.223,84.05,53.42
O:,295.23,20160402_020000.434,87.93,47.84
O:,304.53,20160402_020000.637,84.55,50.9
O:,297.19,20160402_020000.840,84.1,54.82
O:,288.42,20160402_020001.038,87.35,59.05
O:,282.87,20160402_020001.236,90.59,58.97
O:,280.72,20160402_020001.431,92.53,53.45
O:,281.19,20160402_020001.616,93.11,50.64
O:,282.53,20160402_020001.829,92.59,51.85
O:,282.84,20160402_020002.018,91.89,53.56
O:,282.03,20160402_020002.265,93.15,52.1
O:,280.3,20160402_020002.411,94.62,50.07
O:,277.2,20160402_020002.616,94.73,50.87
O:,271.09,20160402_020002.827,94.52,52.48
O:,255.35,20160402_020003.007,96.79,51.81
O:,237.17,20160402_020003.213,99.16,51.86
O:,218.12,20160402_020003.413,99.35,50.42
O:,196.43,20160402_020003.675,101.7,51
O:,174.04,20160402_020003.802,101.62,51.57
O:,148.02,20160402_020004.013,97.66,47.8
O:,124.51,20160402_020004.215,98.6,41.03
O:,116.8,20160402_020004.400,94.29,40.83

